ax   ay   az   gx   gy   gz   mx   my   mz
time 8:53:21	mag_center= 610 180 400		radii = 1.000000 1.000000 1.000000		fitacry = 0.000000 0.000000
267 -444 876 -44 -21 0 1248 -891 -2487 
186 -493 813 -19 -36 -20 1237 -908 -2493 
207 -463 691 1 -15 7 1242 -897 -2481 
270 -402 642 -24 4 40 1242 -896 -2467 
206 -642 326 10 104 39 1260 -879 -2506 
297 -604 471 -35 184 24 1277 -873 -2551 
465 -478 897 -151 -6 20 1277 -879 -2557 
622 -533 1126 -151 -42 2 1277 -891 -2583 
612 -555 1139 -40 18 -33 1283 -885 -2595 
694 -615 1463 24 34 -64 1265 -891 -2601 
792 -691 1578 55 35 -88 1254 -897 -2602 
754 -865 1861 233 -7 -135 1237 -937 -2576 
715 -996 1854 382 -63 -123 1231 -960 -2493 
618 -897 1628 495 -103 -48 1213 -966 -2448 
603 -647 1637 549 -181 15 1190 -920 -2339 
554 -631 1603 573 -228 39 1161 -827 -2236 
462 -707 1539 553 -248 65 1109 -729 -2140 
515 -572 1094 577 -256 145 1057 -596 -2082 
293 -630 833 584 -359 92 988 -469 -2044 
332 -389 191 615 -472 32 890 -359 -2025 
152 -66 -72 631 -414 36 780 -214 -2018 
81 -65 -144 599 -362 -13 687 -87 -2089 
59 -77 -374 567 -237 -67 647 -18 -2185 
-41 -313 -411 464 -142 -99 647 75 -2256 
-187 -656 -602 401 -256 -105 630 104 -2352 
-333 -786 -986 358 -235 -84 630 144 -2416 
-400 -573 -1273 333 -133 64 618 179 -2499 
-394 286 -1766 262 -126 204 560 190 -2569 
-464 687 -2035 184 -26 208 514 202 -2614 
-431 651 -1752 52 12 118 468 196 -2659 
-465 166 -1275 -102 -25 10 439 202 -2634 
-442 -50 -1187 -183 170 -76 456 184 -2589 
-424 -290 -1054 -264 123 -83 485 179 -2563 
-464 -196 -663 -404 -13 -25 502 167 -2428 
-483 -320 -673 -402 201 19 497 144 -2364 
-443 -83 -54 -496 120 69 531 92 -2262 
-503 -335 -110 -518 70 152 502 23 -2153 
-294 -271 223 -511 160 202 526 -64 -2070 
-112 220 740 -561 154 367 502 -174 -1961 
-267 -78 863 -544 212 385 514 -278 -1909 
29 128 1458 -512 111 281 543 -417 -1884 
270 685 1403 -500 -45 500 543 -532 -1852 
169 533 1301 -289 -26 446 549 -625 -1859 
587 1171 1431 -193 -43 386 554 -677 -1884 
473 1138 975 -125 -93 380 578 -700 -1896 
307 864 919 16 -65 120 578 -694 -1864 
406 915 890 18 -95 83 549 -712 -1864 
353 860 593 43 -99 135 543 -706 -1884 
261 684 650 65 -34 59 526 -694 -1877 
309 771 748 13 18 58 526 -659 -1877 
247 649 666 6 5 63 531 -683 -1884 
243 691 696 26 -23 19 537 -659 -1877 
232 693 685 23 14 17 531 -688 -1858 
194 653 671 25 48 1 531 -659 -1871 
215 686 722 15 26 -8 549 -654 -1864 
191 680 736 -6 0 -5 543 -642 -1877 
193 694 739 6 9 -5 554 -648 -1858 
197 674 750 5 14 -1 543 -665 -1858 
187 661 737 -1 7 -3 554 -642 -1870 
188 664 728 7 7 0 566 -654 -1870 
206 688 739 2 -4 7 572 -648 -1864 
188 652 725 -5 2 3 566 -648 -1858 
195 656 730 2 9 1 549 -654 -1870 
197 666 724 2 10 6 578 -625 -1851 
187 637 725 1 11 3 589 -654 -1871 
205 640 757 3 10 1 572 -636 -1870 
209 650 756 1 12 5 566 -648 -1871 
205 641 769 0 12 7 583 -659 -1870 
229 661 771 0 13 7 589 -636 -1877 
212 642 759 2 11 9 578 -642 -1864 
222 659 762 0 6 8 583 -636 -1858 
215 640 767 2 3 8 589 -636 -1884 
209 637 774 3 6 4 578 -619 -1877 
202 632 751 1 8 2 589 -642 -1864 
207 624 756 3 4 5 583 -648 -1864 
200 624 748 1 8 6 589 -654 -1871 
215 631 782 1 10 7 595 -636 -1864 
214 630 773 7 8 6 595 -631 -1870 
226 611 779 1 7 7 606 -625 -1877 
230 631 762 -4 8 7 606 -648 -1871 
225 615 783 4 6 8 618 -642 -1877 
228 625 781 0 6 6 595 -625 -1890 
221 600 773 3 12 4 618 -636 -1864 
232 616 785 7 13 3 618 -619 -1884 
222 605 774 5 12 4 635 -654 -1852 
231 601 805 5 13 4 630 -636 -1858 
222 592 787 7 12 3 630 -625 -1870 
219 599 801 6 6 2 618 -607 -1877 
219 589 797 4 6 2 635 -625 -1858 
218 597 796 6 8 2 630 -625 -1877 
218 602 784 3 7 2 641 -613 -1877 
211 581 793 3 5 0 624 -613 -1884 
208 579 804 4 7 -2 647 -631 -1858 
213 587 804 4 10 0 647 -613 -1870 
212 576 808 4 10 2 647 -625 -1877 
210 573 804 2 6 1 641 -625 -1890 
214 577 799 0 5 4 630 -607 -1890 
213 570 800 1 3 3 658 -631 -1870 
212 580 810 4 8 3 653 -631 -1889 
208 576 802 5 12 1 653 -607 -1884 
209 571 815 5 12 -1 647 -613 -1870 
208 553 811 4 11 0 653 -613 -1884 
207 558 826 9 15 1 664 -631 -1884 
217 560 844 4 11 3 676 -607 -1870 
208 543 841 2 10 1 658 -619 -1890 
210 557 840 4 10 2 687 -619 -1889 
203 535 835 4 9 1 682 -607 -1889 
195 541 813 5 13 -2 676 -607 -1890 
193 540 825 2 4 0 687 -596 -1896 
187 529 844 2 -1 -1 682 -613 -1889 
196 539 847 0 -4 1 670 -607 -1877 
203 548 855 1 1 6 687 -607 -1889 
206 539 828 2 6 4 687 -596 -1883 
214 542 833 3 -1 1 682 -607 -1878 
237 568 835 -2 -7 -6 699 -596 -1870 
242 548 761 -11 -16 -23 682 -607 -1902 
220 541 805 -41 -57 -45 664 -625 -1890 
179 562 762 -49 -61 -50 641 -636 -1883 
130 591 700 7 14 -38 653 -642 -1864 
162 613 815 22 42 -23 647 -642 -1864 
201 565 954 8 25 -22 658 -636 -1877 
206 550 925 -3 14 -31 670 -648 -1896 
127 521 873 -13 -18 -35 676 -642 -1877 
132 581 783 24 -6 -26 658 -642 -1871 
192 669 815 18 -7 -8 653 -642 -1870 
198 637 861 -35 -42 10 647 -631 -1870 
169 591 844 -13 -17 -16 641 -659 -1877 
292 749 643 27 2 -18 624 -642 -1864 
184 615 739 49 -16 -41 635 -648 -1871 
152 632 796 6 -10 -40 630 -642 -1883 
104 605 751 15 -13 -32 635 -631 -1877 
47 526 828 15 21 -39 624 -631 -1852 
62 526 867 13 45 -13 618 -631 -1877 
101 647 786 -2 -17 16 618 -631 -1877 
112 605 862 -11 -19 -6 630 -625 -1883 
105 610 897 32 22 -8 630 -636 -1870 
54 610 808 79 -29 29 647 -596 -1864 

time 8:58:36	mag_center= 610 180 400		radii = 1.000000 1.000000 1.000000		fitacry = 0.000000 0.000000
182 536 836 62 52 16 802 -607 -1904 
199 560 835 63 51 16 797 -624 -1904 
204 593 794 55 24 8 779 -613 -1924 
198 565 799 -71 0 -1024 785 -619 -1944 
76 468 907 22 -32 -10 762 -642 -1937 
89 475 894 8 -33 -13 739 -665 -1912 
101 471 880 3 1 -3 739 -676 -1893 
94 448 881 7 16 -10 727 -676 -1913 
91 437 931 10 30 -10 762 -694 -1918 
89 410 975 12 58 6 785 -688 -1925 
44 403 937 24 109 -2 779 -682 -1932 
64 312 954 46 150 -2 820 -688 -1932 
9 332 936 9 56 -10 843 -682 -1964 
86 276 962 -30 13 -25 849 -682 -1945 
74 299 939 -29 30 -28 860 -700 -1951 
78 369 1008 -18 -31 -11 860 -723 -1957 
117 383 912 -53 -83 -4 826 -717 -1958 
101 422 938 -56 -54 -15 831 -746 -1952 
110 408 973 -31 -62 -16 814 -746 -1939 
99 458 972 -33 -55 -14 797 -752 -1945 
85 398 938 -30 -16 -14 774 -752 -1964 
75 426 889 -18 -8 -24 785 -763 -1939 
125 420 946 -19 -11 -17 774 -775 -1939 
133 414 925 -20 -14 -12 756 -786 -1939 
130 431 912 -17 2 -13 779 -780 -1952 
132 430 917 -13 -2 -11 762 -792 -1939 
128 421 919 -11 -3 -15 762 -792 -1958 
117 409 936 -12 7 -12 762 -809 -1965 
131 427 922 -7 -5 -6 751 -798 -1939 
121 430 905 -9 0 -8 768 -815 -1965 
113 428 919 -8 7 -12 756 -809 -1952 
107 445 918 -6 -6 -10 739 -815 -1958 
110 446 911 -6 -7 -6 768 -815 -1953 
116 436 911 -4 -6 -4 756 -821 -1959 
112 441 909 0 -7 -3 762 -832 -1940 
109 446 907 0 2 1 756 -804 -1952 
139 429 891 6 8 8 751 -815 -1952 
154 435 914 10 3 11 751 -798 -1959 
141 437 903 8 -3 9 751 -798 -1959 
127 442 910 6 -2 5 756 -786 -1953 
123 435 931 1 3 7 768 -804 -1933 
123 432 923 2 -2 10 768 -786 -1946 
133 422 913 7 -2 13 762 -792 -1959 
136 429 903 8 -4 14 768 -804 -1933 
133 434 890 8 1 17 768 -780 -1940 
149 439 914 6 2 19 768 -780 -1946 
148 428 922 7 -2 17 762 -786 -1927 
158 433 909 8 1 14 774 -769 -1953 
143 430 910 7 -1 13 774 -763 -1933 
147 423 914 7 -1 11 774 -775 -1927 
154 420 910 6 -2 9 762 -769 -1940 
148 427 907 4 1 9 768 -757 -1940 
156 420 913 2 1 6 762 -769 -1959 
155 429 918 1 0 3 774 -769 -1953 
158 425 922 0 1 0 779 -757 -1959 
136 421 902 0 1 -3 762 -786 -1953 
134 426 914 -1 1 -3 768 -786 -1947 
139 427 923 -2 -1 -1 785 -769 -1940 
137 419 918 -1 -2 0 774 -769 -1953 
145 422 913 2 0 1 779 -780 -1953 
145 437 908 3 -3 3 779 -786 -1959 
144 437 910 3 -1 2 779 -780 -1960 
146 428 923 2 -4 1 774 -786 -1934 
148 428 906 1 -3 -1 774 -786 -1934 
139 419 911 2 0 -3 768 -792 -1947 
117 422 899 2 -2 -6 774 -786 -1953 
123 417 914 2 -4 -2 762 -786 -1947 
135 422 923 1 -2 2 768 -769 -1941 
134 417 897 2 -1 4 768 -786 -1941 
149 425 917 3 -1 5 756 -780 -1947 
139 425 900 1 -1 5 768 -769 -1960 
124 412 914 1 2 5 780 -775 -1947 
138 424 925 1 2 7 785 -763 -1960 
153 442 903 4 -1 12 779 -780 -1947 
148 448 905 4 -4 8 774 -780 -1966 
141 426 923 2 0 1 768 -781 -1935 
142 423 916 2 3 0 779 -780 -1953 
137 432 899 4 3 1 774 -775 -1941 
142 423 906 4 0 1 774 -775 -1941 
143 424 914 1 3 1 785 -775 -1954 
144 426 912 1 3 2 780 -781 -1941 
144 423 918 1 -2 2 768 -769 -1935 
139 422 912 2 0 1 774 -781 -1929 
137 425 908 1 4 2 780 -769 -1948 
143 420 918 0 2 1 768 -775 -1954 
138 425 921 1 -1 0 768 -781 -1954 
143 415 917 1 1 1 768 -775 -1960 
133 418 896 1 4 1 779 -775 -1921 
143 423 925 0 0 0 785 -781 -1941 
137 425 913 -2 -6 -1 785 -775 -1948 
140 426 919 -2 -1 -1 774 -769 -1948 
131 423 926 -2 -1 -1 791 -763 -1948 
136 417 921 -1 -1 -2 774 -769 -1948 
142 421 896 0 -3 -1 785 -792 -1948 
142 434 887 -1 1 0 768 -781 -1954 
151 429 928 -4 3 -1 785 -763 -1942 
139 416 925 -4 2 -2 780 -769 -1935 
148 424 940 -2 6 1 774 -757 -1961 
143 404 921 -1 3 0 785 -781 -1967 
139 404 906 2 -2 -1 774 -786 -1942 
148 408 927 2 -1 1 774 -775 -1942 
141 414 920 0 0 2 780 -775 -1942 
145 420 916 1 -3 2 791 -775 -1954 
137 425 914 0 -3 0 774 -792 -1942 
143 427 925 1 -1 -1 780 -775 -1954 
148 436 916 2 -5 -1 768 -769 -1961 
136 415 913 5 -7 -5 756 -757 -1923 
143 429 932 4 -5 -3 774 -763 -1942 
132 424 889 5 -5 -2 774 -769 -1923 
132 438 914 2 -7 -3 774 -775 -1948 
151 429 936 0 -5 0 756 -775 -1942 
119 431 896 1 -2 -2 762 -786 -1935 
134 430 908 2 -2 -3 756 -769 -1935 
134 425 919 -1 -2 0 768 -781 -1942 
129 425 911 1 0 0 756 -781 -1942 
142 440 916 1 -3 1 762 -786 -1942 
127 422 913 0 -2 1 756 -786 -1949 
140 440 914 1 0 0 768 -781 -1936 
140 432 920 0 -3 2 768 -763 -1948 
144 441 901 2 -2 1 756 -769 -1948 
136 436 902 1 -2 0 762 -781 -1962 
130 428 897 0 0 -1 762 -763 -1942 
136 436 909 0 0 0 768 -792 -1955 
138 439 912 -1 -3 3 780 -792 -1936 
137 431 906 0 1 2 762 -769 -1955 
142 432 909 0 2 1 774 -769 -1929 
137 433 911 0 0 2 768 -781 -1936 
130 423 909 0 2 0 762 -781 -1942 
129 428 909 -1 1 2 780 -786 -1930 
140 427 916 -1 2 3 768 -775 -1936 
135 422 918 1 4 3 774 -769 -1955 
147 432 919 2 3 5 780 -781 -1942 
155 434 911 1 0 6 780 -775 -1936 
149 435 915 2 1 3 768 -763 -1936 
135 434 903 1 0 0 768 -769 -1936 
127 412 927 0 3 0 768 -769 -1949 
138 424 917 0 2 1 768 -775 -1942 
146 435 912 1 0 3 785 -757 -1936 
152 423 923 2 0 2 774 -786 -1936 
142 426 917 2 2 1 791 -781 -1923 
137 418 914 2 6 -1 785 -781 -1948 
140 422 910 -1 2 1 768 -769 -1961 
138 414 928 0 3 2 774 -769 -1930 
148 419 917 -1 4 1 774 -775 -1936 
146 427 916 -3 2 3 791 -769 -1949 
145 419 916 -1 -2 2 791 -769 -1955 
143 412 919 -1 -1 1 780 -769 -1936 
148 415 919 2 2 2 768 -781 -1949 
149 417 928 -1 1 3 785 -757 -1962 
147 411 919 -2 -2 0 791 -775 -1942 
151 425 905 1 1 -1 774 -786 -1949 
156 422 918 -1 -3 2 785 -769 -1949 
145 426 913 -1 -5 2 785 -775 -1936 
143 410 917 1 1 0 774 -775 -1942 
135 407 914 -2 -3 -3 780 -786 -1942 
150 423 943 -4 -5 -2 774 -786 -1942 
149 419 905 -1 2 0 774 -781 -1942 
151 429 904 1 -1 0 768 -804 -1930 
153 413 913 0 -3 0 785 -769 -1923 
144 415 900 0 1 0 780 -781 -1968 
151 416 913 1 -2 1 774 -769 -1942 
152 413 918 -1 -2 2 780 -781 -1942 
157 419 916 0 -1 2 785 -792 -1955 
151 418 908 1 -1 1 785 -781 -1955 
151 421 927 0 2 -1 774 -786 -1956 
153 422 927 -1 -1 0 780 -775 -1930 
148 425 901 1 -1 1 780 -781 -1923 
151 423 914 1 0 1 791 -786 -1924 
152 415 927 -1 -1 0 785 -786 -1943 
145 418 911 1 1 -1 780 -798 -1949 
157 419 919 2 -2 1 797 -763 -1942 
160 419 919 0 -1 1 785 -775 -1923 
150 424 908 0 1 0 780 -781 -1949 
154 426 911 2 0 0 774 -781 -1923 
150 418 919 0 -3 1 785 -786 -1949 
150 420 919 1 2 0 774 -763 -1937 
155 415 909 1 -1 -1 774 -775 -1936 
153 418 909 0 -2 -1 780 -786 -1943 
146 412 917 -1 0 -1 785 -769 -1949 
145 420 915 0 1 0 774 -775 -1924 
154 412 924 0 -1 1 774 -781 -1949 
146 412 913 1 -1 1 785 -786 -1937 
152 419 914 2 0 1 785 -775 -1949 
160 431 916 0 -3 3 774 -798 -1949 
160 421 921 0 0 1 774 -781 -1936 
160 422 900 1 4 0 780 -786 -1930 
147 410 910 1 0 0 780 -775 -1949 
148 410 918 0 0 0 774 -781 -1949 
149 406 930 -1 5 1 774 -769 -1943 
148 420 895 0 2 2 785 -781 -1956 
149 403 930 -1 -4 4 780 -781 -1949 
164 401 901 -4 -7 5 774 -769 -1949 
173 433 927 -6 -10 7 768 -781 -1956 
169 434 891 1 1 7 768 -786 -1969 
166 428 920 1 -2 2 785 -781 -1943 
155 423 901 -1 -5 -1 780 -763 -1917 
160 420 909 1 -2 0 774 -775 -1949 
151 419 914 1 -5 0 780 -775 -1936 
163 417 932 2 0 1 774 -786 -1956 
163 419 908 3 0 4 774 -786 -1950 
165 433 921 2 -2 4 774 -775 -1956 
166 422 922 -1 0 3 768 -786 -1962 
159 431 914 1 4 4 774 -775 -1956 
163 432 911 2 -1 3 774 -763 -1937 
163 422 903 2 1 2 797 -786 -1937 
160 411 918 1 3 2 791 -769 -1962 
162 415 914 0 -1 3 785 -769 -1943 
167 425 912 1 -1 5 780 -781 -1956 
160 441 946 1 -3 5 791 -775 -1943 
173 437 912 4 1 1 780 -781 -1956 
179 437 909 2 2 1 797 -775 -1943 
168 419 924 -1 -2 -1 791 -781 -1950 
167 425 914 0 -1 -5 785 -775 -1950 
167 429 911 0 2 -4 791 -775 -1944 
165 430 917 -1 -1 -5 768 -775 -1943 
153 413 916 -1 -2 -7 791 -786 -1962 
153 409 907 0 -2 -7 774 -781 -1950 
150 416 886 0 -1 -5 780 -769 -1950 
154 418 920 -1 2 -3 774 -786 -1950 
155 426 910 0 -1 0 780 -786 -1956 
159 430 909 2 -1 0 780 -781 -1956 
165 424 910 0 1 0 780 -792 -1936 
172 430 912 0 -2 0 780 -781 -1937 
178 435 911 -1 -4 -1 791 -775 -1956 
173 440 913 -2 -2 -4 803 -769 -1950 
168 434 912 -1 -1 -8 768 -781 -1950 
162 423 909 -1 -4 -11 785 -792 -1956 
158 436 906 -2 -4 -12 768 -798 -1950 
157 430 914 -2 -3 -13 768 -775 -1937 
158 436 917 -1 -5 -14 768 -781 -1937 
139 420 909 -2 -5 -14 757 -792 -1950 
139 428 905 0 -3 -14 762 -786 -1964 
130 422 898 0 -4 -11 762 -792 -1943 
132 430 893 1 -2 -7 768 -792 -1950 
139 430 920 0 2 -4 757 -786 -1962 
129 422 903 -2 1 -2 757 -792 -1950 
143 427 901 -2 2 1 762 -804 -1950 
151 429 918 -2 -2 3 768 -786 -1937 
162 443 921 1 -1 3 751 -798 -1950 
150 438 905 3 -1 1 745 -786 -1944 
144 429 906 0 2 -1 757 -792 -1944 
140 423 919 -1 3 1 768 -798 -1943 
153 433 909 0 0 6 757 -798 -1931 
158 434 919 -1 -1 6 757 -798 -1937 
167 440 917 0 2 4 757 -804 -1937 
158 447 898 2 -1 2 768 -798 -1950 
151 444 901 3 -3 -1 757 -798 -1930 
149 435 900 1 0 -4 768 -792 -1956 
130 425 894 3 1 -4 774 -810 -1950 
138 423 912 6 -2 -2 780 -792 -1943 
153 431 910 3 -3 3 768 -798 -1956 
146 437 911 4 4 3 768 -792 -1950 
142 442 905 5 2 2 785 -786 -1937 
148 430 924 4 1 0 757 -786 -1930 
138 430 916 4 1 -1 751 -781 -1944 
134 430 903 3 0 -1 768 -792 -1956 
139 432 919 0 -2 0 768 -781 -1950 
145 428 900 0 0 1 768 -781 -1944 
149 430 915 0 1 2 751 -792 -1963 
146 431 910 1 -2 2 762 -786 -1931 
149 438 918 1 0 2 762 -786 -1931 
146 437 917 2 1 1 768 -792 -1938 
149 431 914 3 0 0 774 -798 -1918 
139 430 899 4 -1 1 762 -781 -1943 
138 433 923 4 -1 1 774 -792 -1938 
127 458 935 5 0 2 757 -786 -1950 
119 471 904 8 -3 3 774 -792 -1950 
112 448 916 13 -11 3 762 -775 -1937 
99 435 901 20 -8 7 774 -786 -1931 
59 472 890 20 -4 14 757 -758 -1950 
76 430 890 25 -1 18 780 -763 -1938 
88 463 902 34 6 18 785 -758 -1924 
95 407 875 33 24 17 762 -763 -1938 
100 419 872 28 62 10 803 -740 -1912 
103 423 862 11 92 23 791 -729 -1938 
83 360 796 0 70 3 814 -746 -1957 
91 295 779 -3 78 -28 832 -734 -1983 
81 215 792 -2 148 -29 855 -729 -1969 
108 198 963 21 181 -32 901 -740 -1989 
128 100 1111 -2 176 -32 936 -752 -2014 
27 7 1333 -15 239 -25 982 -752 -2046 
166 -67 1138 -47 324 5 1046 -758 -2104 
280 9 901 27 251 43 1086 -769 -2148 
45 -277 931 118 124 126 1126 -729 -2174 
23 -279 1000 39 199 -43 1161 -717 -2213 
11 -297 968 -11 73 -35 1173 -734 -2231 
-13 -314 1093 55 114 5 1190 -723 -2245 
127 -287 988 -19 91 38 1190 -717 -2276 
38 -370 889 41 200 16 1219 -717 -2328 
26 -425 1001 131 160 -89 1242 -711 -2347 
-48 -626 973 58 108 -122 1248 -734 -2378 
-10 -592 939 24 97 -103 1254 -769 -2397 
-34 -536 1005 28 -33 -44 1248 -769 -2392 
-42 -539 923 39 -64 -29 1242 -769 -2373 
-25 -484 809 61 3 -2 1230 -786 -2385 
21 -364 859 35 10 19 1236 -769 -2378 
-85 -543 898 13 -64 5 1219 -763 -2360 
-70 -392 943 39 39 14 1230 -775 -2373 
-49 -478 918 16 120 26 1230 -758 -2392 
-97 -482 954 29 43 -20 1254 -763 -2404 
-98 -510 918 33 14 -29 1259 -769 -2404 
-120 -559 849 44 9 -15 1254 -775 -2417 
-132 -551 806 60 -13 -10 1254 -769 -2391 
-171 -585 823 36 -4 -3 1259 -775 -2398 
-171 -560 826 29 20 7 1254 -763 -2399 
-166 -527 826 28 22 19 1242 -769 -2411 
-182 -523 826 27 2 20 1254 -746 -2404 
-192 -540 862 21 -7 14 1259 -734 -2392 
-182 -516 846 15 -5 13 1242 -723 -2392 
-175 -500 886 17 -3 11 1248 -734 -2398 
-180 -501 898 10 14 9 1254 -729 -2391 
-166 -468 856 12 33 3 1259 -717 -2404 
-171 -530 824 19 27 -10 1254 -734 -2424 
-215 -576 854 4 9 -16 1259 -729 -2411 
-177 -592 811 -11 14 -11 1248 -734 -2424 
-179 -616 836 -16 2 0 1254 -740 -2424 
-189 -576 843 -19 5 9 1248 -763 -2411 
-177 -549 801 -19 9 18 1271 -734 -2424 
-158 -521 802 -28 -28 6 1248 -734 -2404 
-152 -522 795 -39 -44 0 1259 -740 -2404 
-116 -512 852 -56 -62 8 1242 -740 -2411 
-124 -526 942 -71 -86 12 1236 -740 -2391 
-58 -389 995 -59 -130 33 1254 -734 -2373 
-126 -424 1084 -42 -79 37 1248 -746 -2354 
-92 -399 1073 12 -27 21 1230 -740 -2340 
-144 -438 857 80 -3 8 1236 -729 -2315 
-139 -385 941 66 -55 8 1236 -717 -2328 
-171 -352 893 5 -117 17 1219 -694 -2295 
-182 -302 864 25 -133 -6 1196 -700 -2251 
-108 -187 848 -5 -144 0 1178 -694 -2232 
-135 -268 908 -33 -117 -4 1161 -700 -2206 
-107 -171 1076 -72 -49 4 1150 -717 -2174 
-92 -212 923 -58 -20 20 1150 -706 -2168 
-156 -261 948 -19 3 -32 1144 -717 -2174 
-127 -273 978 -19 44 -23 1144 -729 -2181 
-69 -251 1067 -51 61 2 1144 -729 -2212 
-123 -284 812 -30 109 -1 1161 -740 -2225 
-79 -325 943 29 133 -14 1184 -734 -2238 
-16 -341 829 -13 47 -8 1184 -758 -2270 
-77 -380 896 -12 139 -19 1202 -746 -2289 
-67 -500 373 71 280 -19 1219 -763 -2334 
-48 -656 818 149 449 -49 1254 -763 -2430 
-131 -905 1012 27 319 -87 1271 -781 -2526 
-201 -848 1597 -1 117 -118 1271 -810 -2577 
-120 -881 1746 54 11 -58 1265 -833 -2577 
-260 -1230 1760 169 -124 -31 1259 -856 -2559 
-303 -1347 1681 280 -277 30 1248 -838 -2474 
-265 -1276 1487 391 -316 189 1236 -775 -2366 
-249 -1229 1141 404 -423 298 1213 -671 -2270 
-134 -887 795 419 -601 327 1144 -538 -2155 
-131 -682 547 436 -607 336 999 -393 -2084 
-156 -534 488 440 -489 295 861 -272 -2040 
13 -319 -1 432 -398 305 733 -145 -2052 
1 -7 5 440 -539 421 560 -47 -2098 
-75 19 -177 420 -570 400 364 17 -2155 
-19 222 -784 477 -451 318 219 40 -2302 
281 313 -1810 491 -308 264 121 69 -2443 
783 1291 -1817 456 -44 259 52 57 -2545 
566 1205 -1230 149 106 256 -12 23 -2584 
151 953 -624 -28 161 -34 -29 17 -2558 
-180 556 -710 -117 113 -177 -6 17 -2552 
-176 632 -601 -188 37 -187 40 40 -2520 
-214 460 -1021 -211 60 -168 63 57 -2449 
-196 496 -529 -271 102 -184 132 69 -2392 
-248 345 -557 -441 103 -125 161 57 -2289 
-248 125 -232 -448 199 -102 219 0 -2213 
-181 77 120 -585 259 -32 260 -64 -2065 
-160 -230 367 -490 541 15 358 -174 -1976 
72 -175 694 -379 736 15 514 -243 -1938 
-17 -401 1029 -450 632 27 687 -353 -1944 
215 -427 1507 -384 549 -32 855 -451 -1976 
87 -419 1808 -318 555 32 965 -521 -2034 
-169 -517 1979 -158 539 -37 1092 -567 -2117 
28 -260 1575 -152 116 -53 1132 -607 -2200 
29 -116 1605 -174 -137 32 1126 -642 -2155 
-83 -191 1442 -65 -3 13 1126 -636 -2155 
-44 -81 1396 -4 27 -12 1126 -659 -2161 
121 104 1181 -83 -153 56 1126 -654 -2143 
127 163 949 -55 -174 93 1086 -648 -2110 
35 -17 916 30 -69 22 1080 -642 -2098 
34 -16 910 16 -62 -35 1069 -630 -2079 
-20 -60 985 -5 -70 -23 1046 -630 -2098 
-112 -38 1067 14 -19 -33 1046 -642 -2066 
-9 69 1026 -15 -63 5 1034 -648 -2053 
61 211 1063 -40 -101 69 1034 -648 -2034 
113 198 1017 -57 -80 54 993 -630 -2040 
132 218 1015 -25 -33 6 976 -642 -2008 
148 252 1037 -6 -51 34 976 -636 -2040 
106 194 1014 21 14 27 988 -630 -2008 
72 115 1010 5 44 -21 982 -636 -2034 
72 67 973 -18 -11 -35 976 -636 -2028 
14 170 1086 23 12 -23 988 -665 -2015 
-19 14 1046 18 75 -38 993 -642 -2027 
79 156 1062 28 5 -22 999 -642 -2027 
188 299 914 18 -39 36 988 -636 -2028 
86 145 950 28 -2 9 999 -625 -2028 
46 123 965 -3 -27 -25 982 -625 -2002 
41 141 951 -10 8 -10 999 -630 -2020 
54 119 916 -3 20 -9 999 -630 -2033 
24 62 1074 -20 40 -31 999 -654 -2020 
51 77 1054 -17 95 -35 1022 -659 -2040 
13 48 1068 8 61 -17 1034 -654 -2040 
-4 32 1084 1 -1 -34 1028 -648 -2046 
0 20 1044 18 -11 -23 1022 -671 -2053 
31 33 974 33 -4 3 1017 -671 -2059 
32 47 1010 6 -29 16 1017 -665 -2053 
48 76 934 8 -37 38 1034 -648 -2027 
146 267 1003 12 -4 44 1028 -636 -2027 
69 144 1014 -25 -14 11 1022 -619 -2014 
81 154 1098 -12 -6 -12 1017 -636 -2021 
105 203 1114 9 29 -14 1028 -636 -2040 
273 487 1614 28 36 -25 1034 -642 -2053 
297 402 1846 100 101 -63 1046 -659 -2059 
8 -126 2207 256 96 -157 1057 -642 -2065 
-155 -328 1734 471 102 -139 1069 -596 -2072 
-295 -464 1311 619 -8 -73 1074 -526 -2091 
-384 -564 1074 480 -316 -6 1040 -428 -2071 
-388 -635 783 402 -486 20 936 -341 -2046 
-450 -713 505 409 -474 45 826 -255 -2021 
-384 -573 124 395 -504 76 728 -162 -2014 
-250 -140 92 337 -589 150 572 -116 -2027 
-401 -222 -254 297 -650 157 416 -18 -2078 
-381 -21 -576 361 -546 101 277 11 -2175 
-513 -180 -1020 399 -318 77 202 57 -2296 
-138 375 -1476 262 -371 87 156 80 -2392 
-186 424 -1867 24 -592 149 80 40 -2481 
-308 283 -1730 -95 -639 101 -6 23 -2552 
-623 -67 -1075 -93 11 -66 0 34 -2564 
-530 71 -900 -151 222 -61 11 34 -2507 
-627 -217 -938 -204 120 34 17 40 -2463 
-749 -319 -645 -291 128 60 34 17 -2399 
-393 56 -550 -341 271 198 34 -18 -2290 
-482 -225 -238 -311 494 266 46 -99 -2168 
-379 -395 210 -346 568 225 121 -174 -2059 
89 255 667 -412 594 423 196 -272 -1957 
-62 -296 524 -352 590 479 294 -388 -1886 
444 315 1322 -239 588 325 468 -469 -1874 
330 -22 1231 -300 554 341 618 -538 -1855 
339 126 1505 -154 572 149 757 -561 -1919 
301 -69 1471 -184 373 176 884 -607 -1976 
