ax   ay   az   gx   gy   gz   mx   my   mz
time 8:53:21	mag_center= 610 180 400		radii = 1.000000 1.000000 1.000000		fitacry = 0.000000 0.000000
514 380 1323 -87 185 153 948 -932 -2076 
461 409 1313 -22 -159 133 959 -920 -2063 
340 273 1211 -1 67 100 965 -914 -2095 
309 226 1104 14 17 80 983 -885 -2095 
259 137 1071 18 -18 52 988 -885 -2089 
253 212 967 53 15 64 983 -885 -2070 
232 197 997 43 -66 80 1006 -851 -2082 
207 145 1009 33 -97 16 994 -822 -2056 
201 136 978 29 -33 -2 983 -839 -2044 
212 153 979 20 -20 5 977 -804 -2043 
213 176 956 14 -25 4 954 -799 -2031 
195 151 956 5 10 4 959 -799 -2044 
210 155 938 2 14 -6 965 -799 -2037 
201 121 962 -10 17 -11 971 -804 -2024 
221 177 992 -16 22 -2 977 -810 -2050 
223 178 983 -5 9 0 983 -816 -2024 
220 157 1051 -5 12 -16 971 -833 -2043 
217 204 1098 7 10 -23 983 -833 -2037 
250 295 1111 24 20 -25 977 -822 -2043 
279 494 1252 24 22 -47 977 -822 -2043 
360 630 1328 49 28 -88 971 -822 -2056 
428 691 1630 73 57 -143 971 -845 -2037 
475 618 1915 95 33 -190 954 -833 -2050 
382 339 1975 184 -39 -244 931 -851 -2024 
203 152 1788 259 -154 -277 890 -839 -1980 
147 315 1676 293 -289 -256 792 -787 -1941 
60 79 1416 322 -408 -249 670 -746 -1902 
-35 -180 1177 353 -405 -287 543 -631 -1864 
-8 -235 953 368 -355 -304 427 -573 -1870 
-19 -264 761 371 -291 -293 358 -469 -1902 
-82 -410 454 367 -275 -264 283 -388 -1941 
-152 -167 226 347 -250 -240 225 -278 -1979 
-177 177 92 313 -232 -209 208 -197 -2037 
-384 29 -39 262 -188 -248 202 -134 -2096 
-393 -30 -466 213 -205 -278 185 -64 -2159 
-674 -506 -645 159 -269 -264 202 -6 -2185 
-796 -835 -1052 52 -286 -168 185 17 -2236 
-691 -956 -1407 -54 -245 -25 167 34 -2256 
-856 -275 -656 -113 -184 173 115 5 -2268 
-1160 -265 -176 -204 -40 128 63 -29 -2230 
-1073 -339 -299 -192 107 35 86 -64 -2211 
-1048 -480 -9 -137 110 78 80 -87 -2166 
time 8:57:47	strokes=59	laps=4	style=2
-1018 -836 34 -189 58 102 92 -145 -2121 
-754 -607 123 -174 145 203 109 -174 -2088 
-586 -426 442 -208 131 396 80 -249 -2056 
-273 -250 602 -204 149 484 75 -347 -2005 
-65 -78 586 -164 257 545 98 -457 -1960 
203 -146 752 -170 262 545 167 -533 -1947 
429 402 1042 -198 207 590 248 -642 -1909 
566 383 1499 -145 224 577 312 -712 -1902 
692 1072 1354 -75 294 545 439 -775 -1883 
576 1081 1594 28 225 439 532 -764 -1889 
441 960 1422 60 211 245 641 -735 -1895 
339 889 1315 93 165 148 705 -700 -1889 
226 683 1165 77 130 94 745 -677 -1895 
215 637 1018 59 105 54 769 -648 -1928 
142 548 962 48 44 55 792 -642 -1927 
101 411 958 24 34 46 803 -619 -1902 
103 474 946 -20 47 48 815 -625 -1928 
87 449 966 -5 30 33 832 -608 -1927 
67 404 969 7 16 5 832 -608 -1928 
time 8:57:48	strokes=60	laps=4	style=2
41 354 958 -2 16 -9 844 -596 -1928 
20 335 948 -1 14 -18 844 -608 -1934 
20 324 937 4 21 -23 855 -613 -1953 
6 289 916 10 39 -22 850 -619 -1934 
-16 231 910 6 41 -22 867 -619 -1941 
5 265 891 -7 40 -10 861 -613 -1928 
14 235 862 -15 59 0 884 -625 -1966 
34 173 796 -18 88 -3 907 -625 -1966 
98 185 762 -55 103 13 925 -625 -1979 
210 108 652 -122 78 32 954 -677 -1986 
201 -78 1117 -228 140 34 965 -683 -2037 
334 -4 951 -239 213 60 1017 -741 -2069 
356 -156 1091 -165 227 76 1069 -752 -2127 
379 -152 1115 -149 254 35 1133 -781 -2159 
357 -152 1133 -137 59 43 1144 -799 -2197 
469 -41 1244 -115 67 63 1168 -804 -2241 
630 78 1556 -85 128 72 1191 -804 -2280 
706 280 1690 -34 29 23 1220 -804 -2293 
749 109 1867 27 -52 -74 1191 -810 -2300 
855 318 1962 170 -161 -157 1156 -822 -2243 
855 188 1593 302 -266 -203 1110 -822 -2184 
727 91 1566 401 -422 -329 1029 -787 -2075 
590 -38 1337 411 -364 -384 913 -770 -1992 
416 -102 1228 415 -274 -425 803 -718 -1915 
370 79 1015 406 -319 -376 682 -654 -1882 
229 95 883 388 -254 -299 595 -561 -1876 
49 264 902 354 -219 -299 520 -498 -1876 
-96 243 722 303 -180 -288 474 -400 -1889 
-175 346 520 290 -201 -303 462 -330 -1914 
-252 336 293 235 -376 -322 404 -272 -1953 
-325 235 297 120 -398 -395 352 -226 -1972 
-412 -90 346 29 -424 -431 283 -191 -2004 
-360 -292 534 -30 -483 -461 237 -174 -2043 
-420 -374 675 -84 -508 -431 190 -151 -2043 
-396 -310 593 -108 -588 -364 127 -110 -2094 
-124 -329 419 -145 -544 -317 80 -122 -2139 
130 -224 385 -234 -358 -311 52 -105 -2196 
143 -514 505 -293 -359 -298 23 -116 -2196 
333 -556 414 -329 -369 -323 5 -105 -2204 
299 -1121 588 -398 -259 -227 23 -122 -2178 
400 -471 660 -462 -390 -186 -18 -174 -2178 
409 -927 896 -539 -407 -13 -87 -232 -2171 
1018 -520 1510 -594 -410 45 -157 -319 -2190 
750 -820 1541 -624 -171 308 -191 -480 -2190 
1077 -916 1706 -562 -374 296 -238 -602 -2267 
1104 -629 1710 -455 -231 592 -243 -793 -2370 
1151 -1160 1322 -343 -100 586 -191 -949 -2408 
2071 -598 1395 -198 -284 742 -76 -1111 -2479 
1511 98 1583 -144 -280 953 144 -1290 -2575 
1212 -875 921 54 -226 585 352 -1342 -2601 
1269 -820 503 214 -468 431 491 -1354 -2557 
1111 -681 717 185 -463 508 624 -1348 -2473 
924 -763 894 11 -539 430 722 -1313 -2421 
933 -712 785 62 -639 337 780 -1278 -2364 
856 -595 817 182 -472 318 826 -1238 -2299 
755 -415 862 204 -502 282 815 -1169 -2222 
692 -170 686 237 -457 280 786 -1105 -2107 
661 293 571 297 -374 250 769 -1041 -2036 
550 414 410 279 -221 212 745 -937 -1978 
472 515 528 236 -66 127 734 -856 -1939 
393 566 602 152 -84 97 734 -810 -1927 
309 516 681 108 -27 64 705 -764 -1920 
244 550 723 85 18 44 717 -729 -1907 
180 525 733 41 -70 37 711 -723 -1901 
118 479 768 28 9 14 699 -712 -1882 
91 478 814 3 25 21 705 -712 -1901 
89 550 900 -17 9 27 711 -694 -1920 
39 465 882 -5 57 9 734 -700 -1927 
22 482 935 2 43 -1 751 -706 -1901 
-8 396 934 -2 28 -2 740 -700 -1920 
-12 391 937 6 47 -16 769 -712 -1920 
-9 408 951 9 26 -12 757 -729 -1926 
-22 372 952 25 42 -17 769 -717 -1913 
-19 350 937 35 72 -16 769 -718 -1901 
-11 383 953 16 23 -7 797 -706 -1927 
-15 333 923 8 4 -10 792 -700 -1933 
2 403 943 3 14 -4 803 -700 -1939 
-15 345 930 -5 14 2 809 -694 -1927 
-6 341 926 -3 25 -10 826 -694 -1927 
-4 340 980 -13 15 -1 809 -700 -1933 
-5 345 973 -7 1 -3 821 -706 -1920 
2 356 954 -2 11 -7 809 -700 -1927 
-14 320 971 -9 10 -10 826 -723 -1933 
-16 314 927 -5 10 -17 821 -723 -1939 
-1 317 907 -7 25 -15 826 -712 -1952 
-4 327 890 -14 25 -13 838 -712 -1939 
15 317 824 -13 59 -17 844 -723 -1952 
76 413 887 -36 90 -28 861 -729 -1952 
76 520 995 -82 70 -41 867 -746 -1978 
26 588 1294 -83 70 -67 884 -781 -1978 
73 808 1802 -105 78 -109 907 -810 -1997 
169 654 2213 -77 7 -132 896 -862 -2010 
327 642 2671 31 -69 -211 861 -891 -2003 
537 423 2159 197 -194 -216 815 -891 -1971 
486 12 1705 394 -269 -267 717 -827 -1939 
499 -61 1112 474 -410 -286 595 -712 -1901 
300 -54 846 454 -351 -280 485 -613 -1881 
168 19 403 401 -235 -231 410 -515 -1894 
115 399 417 313 -351 -187 323 -417 -1907 
-80 194 293 197 -338 -211 254 -365 -1946 
-157 242 332 129 -228 -296 202 -295 -1990 
-110 245 177 66 -242 -343 179 -266 -2023 
-274 39 210 -29 -364 -410 150 -214 -2035 
-310 -292 311 -113 -426 -487 98 -197 -2087 
-437 -471 350 -137 -356 -505 98 -157 -2112 
-520 -713 386 -111 -380 -442 86 -128 -2125 
-535 -931 182 -110 -324 -393 86 -110 -2157 
-665 -1069 420 -95 -222 -347 121 -58 -2176 
-899 -1378 414 -90 -116 -299 138 -47 -2157 
-930 -1567 207 -52 -126 -202 161 -24 -2170 
-919 -1621 327 -56 -149 -92 144 -24 -2151 
-841 -1431 412 -71 -43 -2 150 -12 -2157 
-715 -1113 557 -68 7 136 150 -35 -2157 
-698 -1083 499 -55 -18 256 127 -53 -2145 
-555 -862 554 -30 -24 338 52 -133 -2145 
-478 -603 603 -3 -15 441 0 -180 -2144 
-371 -458 639 14 -20 514 -47 -266 -2138 
-150 -269 643 32 -46 575 -93 -359 -2157 
50 -72 593 66 -34 631 -128 -469 -2144 
209 137 560 83 -4 659 -128 -567 -2151 
358 267 695 82 55 634 -87 -683 -2125 
452 322 742 84 130 613 -24 -781 -2093 
711 584 1025 88 201 625 57 -839 -2061 
794 440 1137 89 270 655 190 -903 -1997 
974 959 1005 132 323 669 346 -926 -1971 
892 568 1131 149 247 610 485 -920 -1946 
876 961 1493 104 324 454 630 -874 -1933 
730 538 1184 137 230 349 769 -822 -1926 
643 666 1290 150 174 175 821 -764 -1932 
511 514 1104 58 115 153 873 -717 -1964 
388 374 987 80 76 89 884 -677 -1971 
308 355 1011 67 89 63 907 -642 -1990 
301 365 1041 23 57 53 942 -642 -1997 
269 350 1004 17 23 33 954 -637 -1977 
224 258 1019 18 22 14 954 -625 -2003 
198 235 1034 3 8 -8 959 -625 -1997 
206 246 1003 2 -5 -2 948 -625 -1990 
176 205 988 -1 6 -1 954 -625 -1997 
171 205 1020 -5 3 -5 965 -613 -1996 
176 220 967 -5 -6 4 959 -637 -1996 
167 174 934 0 3 1 954 -619 -2003 
171 162 958 -7 2 -2 959 -625 -1996 
188 190 919 -8 -2 6 959 -625 -2003 
188 146 899 -2 15 3 959 -619 -1997 
235 179 901 -7 38 -3 954 -631 -2009 
245 106 845 -16 58 -5 977 -625 -2016 
287 97 775 -40 63 -7 977 -660 -2028 
286 29 757 -60 130 -11 1011 -665 -2041 
316 -63 955 -75 238 -18 1046 -665 -2074 
264 -103 1026 -74 213 64 1115 -677 -2106 
354 17 1130 -58 204 -19 1139 -700 -2170 
300 -31 1291 -70 178 -78 1156 -723 -2208 
435 264 1353 -57 61 -190 1173 -764 -2247 
452 276 1529 -26 37 -308 1162 -816 -2227 
404 137 1890 51 83 -425 1115 -902 -2253 
483 226 2105 151 53 -342 1098 -955 -2247 
631 372 2249 252 -102 -398 1029 -995 -2202 
689 162 1997 408 -253 -403 930 -995 -2106 
814 -1 1823 527 -261 -419 797 -972 -2003 
774 -17 1427 582 -171 -371 688 -856 -1932 
619 25 1155 592 -310 -383 589 -735 -1887 
487 -94 772 533 -434 -370 456 -579 -1868 
159 -104 784 459 -540 -344 312 -469 -1894 
100 -258 554 427 -563 -356 185 -347 -1958 
-26 -454 396 483 -364 -449 132 -226 -2060 
-28 -748 -102 550 -158 -375 121 -99 -2176 
-180 -860 -278 570 -46 -233 167 23 -2305 
-298 -768 -626 476 -100 -115 185 115 -2420 
-265 -931 -1346 465 -306 -26 190 144 -2535 
-314 -1214 -2032 423 -575 86 173 115 -2696 
-480 -1044 -1695 174 -456 142 161 92 -2812 
-246 -597 -1367 -109 20 182 144 75 -2837 
-298 -857 -789 -275 265 213 57 63 -2754 
-250 -677 -485 -381 288 231 17 63 -2631 
-156 -751 -259 -374 318 324 -35 0 -2497 
-13 -642 202 -382 307 426 -70 -64 -2394 
103 -332 713 -438 488 507 -87 -209 -2253 
145 -544 1123 -465 583 467 -35 -353 -2098 
458 -21 1318 -440 398 554 34 -498 -1990 
581 -53 1427 -368 415 656 138 -660 -1951 
799 676 1955 -306 400 647 271 -775 -1919 
617 453 1931 -225 570 664 491 -879 -1938 
610 730 2105 -137 512 444 688 -908 -1970 
671 786 1953 -159 427 415 855 -920 -2054 
584 653 1505 33 50 278 948 -862 -2028 
157 364 1064 91 -151 27 988 -827 -2047 
306 592 942 165 -596 -36 832 -798 -1957 
268 589 723 68 26 105 809 -769 -1944 
126 255 1115 20 212 37 855 -752 -1945 
251 450 998 -36 34 56 884 -770 -1983 
215 347 931 32 -2 78 890 -735 -1970 
185 357 1072 54 -5 12 901 -746 -1976 
187 338 877 -5 4 34 901 -717 -1951 
131 239 914 5 7 -5 890 -717 -1976 
118 259 941 17 20 -9 890 -729 -1976 
99 211 970 16 26 -5 907 -706 -1977 
112 238 1023 1 26 -3 907 -723 -1996 
130 275 990 7 3 12 919 -717 -1970 
120 245 982 4 12 -2 930 -729 -1983 
116 218 996 -8 19 -6 919 -717 -1970 
122 234 1000 -8 2 4 925 -712 -1996 
119 258 1000 -5 -15 4 919 -712 -1989 
114 231 1000 0 -2 2 919 -723 -1970 
137 299 973 3 -11 17 919 -712 -1976 
102 253 984 8 -21 14 919 -712 -1976 
104 229 973 8 -10 -7 901 -712 -1983 
128 268 978 -1 -4 5 913 -694 -1976 
127 251 978 -2 -12 8 907 -723 -1983 
130 242 1001 -2 5 4 907 -694 -1989 
124 244 1011 -5 17 11 913 -706 -1976 
135 257 997 -4 16 10 913 -706 -1989 
137 261 979 3 -4 10 936 -706 -1970 
140 237 950 11 -5 9 925 -706 -1976 
141 276 970 12 0 7 919 -700 -1976 
134 250 978 8 -11 6 925 -694 -1983 
126 240 989 4 3 -4 913 -689 -1983 
131 248 996 -1 -1 -1 919 -706 -1996 
128 259 972 1 -12 -1 930 -712 -1983 
129 281 968 3 -44 5 896 -717 -1976 
83 306 961 -8 -27 2 890 -700 -1950 
184 280 912 -26 -34 -2 890 -712 -1957 
165 331 934 -28 -61 6 884 -717 -1963 
204 294 878 -51 -48 -8 873 -717 -1957 
227 262 758 -69 -14 -10 855 -723 -1951 
470 306 335 -111 20 -3 873 -746 -1957 
563 288 589 -257 70 -4 884 -787 -1970 
734 34 219 -282 336 -18 925 -868 -2021 
826 -107 1069 -293 665 -38 1023 -914 -2150 
545 -341 942 -333 619 13 1121 -983 -2323 
344 -775 1223 -134 476 41 1185 -1007 -2458 
298 -794 1200 -83 341 49 1202 -1012 -2561 
261 -810 1305 -72 181 57 1214 -1001 -2625 
647 -604 1793 96 141 67 1231 -978 -2650 
1070 -202 2655 315 47 44 1237 -989 -2631 
898 -666 2333 520 -265 -163 1219 -983 -2561 
970 -421 1763 685 -477 -318 1144 -1018 -2349 
900 -447 1370 688 -323 -196 1075 -966 -2182 
809 -388 1198 639 -212 -142 988 -874 -2060 
641 -356 994 596 -185 -116 930 -752 -1976 
529 -269 798 554 -85 -88 861 -654 -1950 
354 -99 799 489 -60 -65 838 -532 -1938 
-26 -40 865 435 -164 -55 815 -428 -1957 
-182 -1 687 480 -134 -99 786 -342 -1970 
-272 -211 374 487 -39 -144 757 -243 -2015 
-226 -270 -123 442 -117 -150 768 -157 -2054 
-264 -366 -418 360 -281 -148 757 -93 -2105 
-300 -297 -619 236 -302 -225 722 -76 -2105 
-370 -302 -416 80 -288 -261 705 -58 -2098 
-490 -675 -344 -61 -230 -320 722 -87 -2079 
-606 -544 -214 -39 -186 -390 722 -116 -2041 
-774 -1157 -315 -22 -279 -373 728 -151 -2009 
-955 -1631 -461 15 -279 -337 716 -180 -1995 
-874 -1885 -733 8 -297 -182 676 -180 -1982 
-969 -1921 -412 -58 -150 -83 635 -209 -1944 
-825 -1394 -133 -134 63 115 641 -220 -1938 
-708 -1187 147 -224 -14 310 612 -249 -1918 
-447 -1082 35 -241 -153 402 572 -301 -1899 
-183 -863 106 -235 -152 521 503 -347 -1887 
-13 -757 516 -291 -135 633 427 -417 -1880 
256 -680 442 -338 -99 679 393 -521 -1854 
562 -497 624 -349 -184 723 375 -631 -1873 
811 -128 693 -327 -239 829 358 -746 -1906 
959 -139 762 -178 -85 840 404 -839 -1931 
1107 523 1457 -51 94 775 491 -862 -1931 
1116 391 1117 -64 98 679 630 -868 -1924 
1123 519 1388 -85 39 511 705 -850 -1944 
1219 979 1216 -12 64 471 780 -827 -1938 
980 756 1110 104 52 284 838 -775 -1944 
807 597 1222 56 55 83 867 -729 -1950 
637 521 1017 64 105 51 878 -712 -1956 
483 339 995 106 114 6 913 -706 -1957 
419 360 992 71 99 -11 925 -671 -1989 
318 225 886 67 99 -15 953 -654 -1983 
302 208 964 46 73 -25 982 -660 -2015 
288 221 990 -11 27 -3 977 -654 -2015 
261 189 987 -21 -8 -3 1000 -660 -2014 
265 184 1004 -17 8 -13 988 -665 -2014 
243 156 982 -15 8 -18 994 -654 -2015 
239 128 977 -4 11 -23 982 -677 -1996 
251 141 973 0 12 -16 988 -683 -2021 
253 132 986 -4 10 -11 1005 -706 -2027 
265 167 1002 -3 2 -3 994 -689 -2028 
271 176 968 -8 1 5 1006 -683 -2027 
281 178 971 -5 0 3 982 -688 -2008 
287 174 953 -3 3 2 1006 -689 -2021 
307 165 867 -6 3 2 988 -694 -2008 
368 171 491 -19 14 -1 982 -683 -2021 
579 -74 -176 -122 67 9 1017 -700 -2027 
408 -296 1197 -371 267 53 1034 -746 -2085 
556 -388 914 -430 630 116 1150 -839 -2227 
602 -350 1041 -80 442 201 1231 -810 -2335 
647 -499 1487 -162 288 131 1266 -781 -2457 
853 -227 1753 -221 48 25 1312 -787 -2509 
1066 74 1493 73 -4 10 1289 -775 -2501 
1175 0 1652 366 -22 -88 1283 -769 -2456 
1238 -421 2264 429 -79 -279 1271 -804 -2431 
1159 -624 1873 627 -122 -332 1219 -839 -2367 
922 -699 1675 832 -94 -329 1179 -827 -2239 
672 -905 1114 881 -301 -318 1121 -752 -2142 
374 -521 1033 746 -449 -275 994 -648 -2020 
180 -256 883 496 -303 -159 913 -556 -1982 
-15 -124 857 399 -300 -134 820 -475 -1956 
-61 -3 510 430 -331 -134 734 -382 -1931 
-155 -104 221 431 -286 -147 659 -295 -1950 
-303 -169 167 382 -166 -180 635 -220 -1976 
-450 -203 363 364 39 -215 641 -157 -2021 
-527 -303 175 289 -56 -186 687 -110 -2059 
-516 -326 -104 248 -309 -149 659 -64 -2078 
-412 -417 -451 165 -447 -157 607 -35 -2104 
-567 -889 -912 115 -536 -205 537 -24 -2097 
-664 -1197 -854 -5 -463 -221 497 0 -2111 
-877 -878 -876 -111 -494 -118 410 -18 -2078 
-982 -807 -183 -153 -205 -49 358 -58 -2060 
-1181 -1020 -82 -189 95 -39 375 -70 -2039 
-934 -897 -168 -120 -10 39 375 -81 -2020 
-839 -993 -49 -150 -27 163 352 -139 -1982 
-803 -1005 161 -234 -48 263 335 -191 -1975 
-464 -811 362 -253 9 427 289 -255 -1924 
-132 -635 275 -250 98 618 265 -353 -1918 
196 -714 245 -275 57 684 277 -457 -1886 
602 -268 730 -418 -194 814 242 -596 -1905 
895 -182 702 -304 -186 970 242 -764 -1905 
1204 350 1607 -82 236 906 358 -868 -1911 
1301 539 1408 -110 286 827 555 -902 -1937 
1465 764 1667 -26 83 590 670 -885 -1950 
1300 1077 1422 53 167 512 780 -850 -1943 
887 544 1408 139 178 248 849 -775 -1956 
683 502 1185 127 129 76 896 -735 -1975 
535 398 927 148 107 67 919 -694 -1995 
432 363 942 124 83 20 942 -654 -1994 
311 246 972 69 75 -33 965 -625 -1994 
232 156 888 57 56 -52 1005 -636 -2020 
185 79 903 40 49 -47 1000 -619 -2027 
197 143 981 10 19 -20 982 -631 -2027 
198 125 1000 -2 0 -4 988 -625 -2040 
209 161 1008 -6 5 -4 1011 -619 -2014 
209 189 1016 -13 -8 8 988 -625 -2001 
194 120 1000 -12 -4 -6 1005 -625 -2007 
187 131 1002 -7 -1 -9 994 -636 -2027 
183 124 964 -4 -1 0 994 -631 -2033 
193 118 940 1 7 2 1000 -642 -2033 
205 136 1031 -7 14 8 1005 -625 -2033 
226 154 1009 -18 4 19 1011 -631 -2027 
229 169 1017 -9 -2 16 1000 -642 -2021 
228 144 1014 -5 8 5 1011 -631 -2027 
229 161 996 0 4 3 1000 -625 -2027 
225 152 981 1 -2 1 1011 -648 -2020 
219 122 974 -4 3 -4 1000 -636 -2033 
228 124 936 -7 6 -4 1023 -642 -2033 
253 75 752 -19 18 6 1029 -636 -2039 
306 -14 490 -75 92 15 1034 -654 -2052 
403 -54 309 -189 159 20 1057 -671 -2065 
488 -156 498 -358 253 36 1104 -712 -2142 
362 -380 679 -408 425 46 1156 -787 -2219 
671 -403 1091 -255 596 112 1237 -816 -2405 
1014 -609 1894 -128 489 167 1289 -787 -2546 
1445 -438 2493 62 331 70 1318 -781 -2649 
1443 -715 2458 411 64 -111 1312 -781 -2668 
1169 -1386 2655 628 -426 -446 1277 -862 -2559 
1447 -282 1635 754 -701 -367 1185 -914 -2315 
960 -592 1302 877 -369 -195 1104 -827 -2123 
739 -498 888 767 -334 -283 977 -723 -1988 
468 -462 828 730 -212 -175 884 -573 -1949 
170 -443 717 619 -311 -98 826 -440 -1943 
-6 -163 312 571 -369 -71 722 -318 -1981 
-247 -51 380 440 -333 -35 653 -203 -1981 
-261 74 130 267 -396 -108 583 -139 -2013 
-441 -121 55 262 -343 -196 520 -93 -2052 
-492 -326 -246 253 -241 -288 497 -29 -2078 
-486 -258 -696 181 -161 -317 514 -24 -2110 
-620 -168 -442 40 -122 -306 560 5 -2142 
-693 -261 -237 -110 -181 -331 578 -18 -2110 
-971 -687 -182 -120 -193 -344 607 -41 -2077 
-894 -1144 -738 -78 -166 -318 618 -81 -2045 
-1003 -1526 -919 -49 -104 -235 641 -87 -2033 
-952 -1299 -588 -51 -52 -68 653 -122 -2013 
-817 -1024 -328 -120 -22 117 647 -145 -2007 
-786 -1079 -155 -215 -168 244 583 -185 -1955 
-606 -998 69 -242 -202 379 508 -209 -1924 
-270 -708 269 -281 -74 570 439 -272 -1924 
-31 -597 398 -323 64 687 393 -370 -1885 
309 -488 377 -354 32 751 381 -480 -1872 
825 -265 770 -388 -156 861 387 -579 -1885 
1201 642 1028 -307 -206 1020 375 -729 -1886 
1150 623 774 -35 190 931 456 -793 -1904 
1124 725 1885 -101 278 560 595 -798 -1885 
984 732 1310 -79 305 470 705 -804 -1924 
901 713 1521 150 299 299 803 -752 -1917 
673 598 1275 52 117 152 890 -717 -1968 
496 392 1009 123 80 29 913 -671 -1962 
378 353 957 112 40 -26 924 -654 -1962 
327 293 912 75 2 -24 925 -642 -1981 
263 238 997 39 81 -18 930 -619 -1987 
211 183 988 7 81 -16 959 -619 -1981 
171 155 1001 22 21 -11 959 -619 -1994 
174 159 970 13 16 3 982 -613 -2000 
171 153 999 -3 26 15 977 -602 -2007 
189 164 1009 -8 -4 19 977 -631 -1994 
217 197 1041 -9 -10 25 965 -602 -2013 
256 267 1030 -11 -13 27 971 -608 -2000 
234 214 1029 -7 -8 14 982 -596 -2000 
219 217 975 -3 -13 -3 959 -613 -2007 
204 211 977 10 -15 -9 965 -590 -1987 
192 195 989 -3 -1 -15 965 -608 -1987 
181 181 1003 -8 -7 -18 959 -613 -1987 
191 205 981 -3 -12 -7 965 -613 -2007 
183 188 987 6 -12 -1 965 -631 -1994 
185 202 969 5 -9 -1 953 -619 -1987 
189 207 960 2 -2 2 959 -619 -2007 
191 193 977 0 0 1 965 -619 -1994 
200 203 993 -1 -6 1 971 -602 -2000 
203 215 980 -1 -1 5 965 -613 -2000 
204 213 980 -2 8 3 959 -619 -1994 
201 207 983 1 4 1 959 -625 -1975 
205 208 989 -2 3 2 948 -625 -2000 
205 205 983 -3 7 -1 953 -625 -1987 
210 207 980 -2 1 1 965 -602 -2000 
195 183 975 -6 1 1 971 -613 -2013 
197 173 948 -6 7 1 959 -613 -1987 
218 173 916 -6 26 14 959 -625 -2013 
232 154 802 -16 61 27 982 -613 -2000 
244 102 815 -30 55 13 982 -613 -2013 
276 -11 748 -65 94 17 1005 -625 -2045 
402 72 1002 -119 186 43 1040 -648 -2045 
433 -33 990 -151 179 27 1086 -654 -2084 
469 -97 996 -110 115 -19 1121 -688 -2135 
509 -54 1033 -108 155 -4 1150 -712 -2147 
445 -99 931 -81 169 11 1156 -735 -2205 
352 -206 822 -13 174 -23 1208 -758 -2237 
348 -273 840 23 126 -33 1214 -764 -2295 
272 -413 918 3 193 6 1231 -746 -2308 
367 -374 958 -4 218 46 1260 -746 -2353 
406 -346 1118 -7 145 51 1266 -746 -2404 
588 -538 1056 -10 129 -8 1300 -746 -2443 
718 -408 1458 -52 91 -68 1300 -758 -2474 
693 -378 1411 39 -121 -60 1289 -764 -2442 
628 -200 1576 163 -348 -146 1248 -775 -2384 
689 -23 1611 232 -358 -170 1208 -787 -2288 
580 -94 1521 309 -257 -189 1133 -781 -2192 
469 -161 1619 394 -229 -235 1098 -764 -2096 
385 -154 1635 471 -257 -265 1023 -729 -2032 
165 -231 1414 521 -235 -259 936 -677 -1975 
111 70 1020 516 -393 -192 832 -573 -1942 
66 313 1009 473 -529 -138 705 -475 -1897 
25 95 548 400 -398 -189 578 -370 -1897 
-90 105 401 326 -234 -247 520 -301 -1929 
-223 -54 271 253 -240 -235 508 -226 -1974 
-430 -307 385 237 -208 -257 462 -191 -1987 
-539 -404 144 316 36 -259 468 -128 -2038 
-693 -472 190 330 78 -245 549 -70 -2083 
-760 -493 -188 265 -238 -148 543 -12 -2128 
-650 -222 -1059 291 -495 -83 491 23 -2173 
-750 -305 -1603 280 -607 -45 422 69 -2231 
-734 -293 -1574 160 -445 12 335 92 -2288 
-821 -190 -935 -9 -69 49 300 104 -2321 
-806 56 -520 -147 169 66 312 86 -2269 
-909 -112 -331 -195 117 75 306 40 -2243 
-967 -5 -265 -221 69 48 306 28 -2185 
-940 -116 -297 -208 70 58 306 0 -2147 
-975 -271 -67 -203 50 66 300 -58 -2089 
-908 -86 56 -242 106 119 312 -87 -2058 
-829 -205 235 -249 139 179 317 -151 -2012 
-718 -109 296 -227 179 199 329 -185 -1980 
-448 105 155 -237 171 303 358 -261 -1935 
-500 -264 523 -251 182 291 369 -336 -1923 
-223 152 578 -261 288 254 422 -394 -1904 
-151 128 578 -239 303 354 491 -451 -1878 
149 368 1091 -261 282 335 566 -509 -1884 
105 363 825 -220 316 320 641 -561 -1884 
138 243 973 -174 287 153 745 -579 -1903 
171 33 1094 -258 118 88 774 -619 -1917 
265 -19 1143 -271 341 113 855 -688 -1949 
306 -221 1204 -239 533 119 965 -740 -2057 
277 -426 1375 -225 432 80 1057 -769 -2147 
298 -576 1546 -165 491 33 1150 -792 -2243 
280 -592 1607 -186 296 -9 1213 -816 -2346 
292 -452 1512 -161 76 -9 1225 -839 -2390 
299 -472 1362 -83 24 2 1242 -856 -2416 
221 -525 1231 -24 -8 -17 1248 -856 -2429 
218 -499 1040 29 10 -23 1242 -856 -2422 
196 -488 934 50 -40 -21 1231 -879 -2397 
152 -476 766 46 -42 -14 1237 -856 -2403 
147 -452 768 36 20 15 1231 -850 -2390 
191 -394 663 -11 44 61 1237 -845 -2417 
200 -371 736 -25 27 46 1248 -833 -2409 
211 -384 849 -47 -27 -15 1225 -850 -2416 
304 -327 859 -60 11 -2 1237 -856 -2422 
414 -381 985 -90 40 -3 1242 -844 -2454 
364 -419 1014 -90 20 -27 1248 -868 -2448 
371 -429 934 -43 16 -26 1254 -868 -2460 
297 -461 954 -13 21 -28 1254 -868 -2455 
334 -459 961 -20 46 -17 1242 -896 -2486 
285 -439 863 -43 2 11 1231 -902 -2480 
